,Total_B_1,Total_B_2,Total_B_3,Total_B_4,Total_B_5,Total_B_6,Total_B_7,Total_B_8,Total_B_9,Total_B_10,Total_M_1,Total_M_2,Total_M_3,Total_M_4,Total_M_5,Total_M_6,Total_M_7,Total_M_8,Total_M_9,Total_M_10
MAP1B,27.61329892476,30.2528202423624,31.3202316929436,29.3900367034256,28.6473590041905,30.5039845862612,29.481718917485,30.8134472769246,29.6428569685844,29.5686643449731,28.5684469078904,27.3521183414405,29.7850028929577,27.1650923827634,26.4696876449154,26.8933076419283,27.4563844976817,26.3688795484871,25.8346068394371,26.5454832399306
MAP1S,23.6637292098097,21.9845580898536,21.0225197852106,23.9520707707217,23.3007452223311,22.9358642092262,24.3699279643429,22.6477748752478,22.1009923765697,22.3177899727043,21.6329056411634,23.6760526201713,21.7352492046651,23.5410871597355,23.9965376214313,24.0162281632269,24.5023957712879,24.1886546403186,23.5318383228332,23.4181542394652
MAP2K2,26.3196547578616,25.9214341921905,26.1485665740287,25.930170281098,26.53157064762,26.1690940477627,26.1164240812365,25.6999911176496,26.6242189393597,26.4765793530167,26.5550989425361,26.6361639169566,25.7717548194431,26.7318213756966,26.3647283369979,26.9013867552707,26.1143204482797,26.6017290834508,27.4545815695794,27.1136649170732
MAP2K4,24.7152871271145,22.3421315995439,22.7944463600069,24.4498519070943,24.8281310594462,24.3384453293546,25.2968761685439,22.8987584606383,24.2488726376861,24.4738266190911,24.3222362548838,24.6370489041658,24.9535812137046,24.4868939283134,24.448466214305,24.6794929855626,24.5113521283267,25.1111194285123,24.7854644416092,25.0558967043264
MAP4,28.9426000970275,30.4688840523998,31.0355119992157,29.5838220057129,29.593186358741,29.9356485521678,29.3864641496244,30.2947177394646,29.7228291540097,29.7540119340104,29.4910603825292,29.446972743084,29.5480622772073,29.2036850974362,29.2185651946116,29.4690393708718,29.2332248008387,29.1351368142769,28.5477130342589,28.9896956229817
MAPK1,27.4180416150175,27.7462471582941,27.7416902958227,27.3655295004454,27.5159298218429,27.8924972366359,27.7291004088961,27.6786202320735,27.8186063607434,27.4526193062251,27.0326513046435,27.3254309093031,27.5076371484123,26.9825055345494,26.9039165894037,27.7173152682221,27.6912570577515,27.4369037766488,27.5591754074538,27.5309607575069
MAPK14,23.1184161659848,24.0163131901926,23.3266313688418,23.5509815799221,23.7051429920955,23.6118929261682,23.5995741987471,23.6346692689283,20.9571518597942,23.8037078217769,23.3581017074408,23.745401055453,22.1248773767007,23.3902130486998,20.8297596513992,23.1598947358506,22.272156921983,23.5793435624504,22.9868861082341,23.5650672046315
MAPRE1,27.4449013930643,27.188107518176,28.0779081266454,27.2987648793501,27.5924914832887,27.7322096666533,27.2826844867573,27.8089447378728,27.704575866467,27.5173573773991,27.403975105671,27.2304101424362,27.1575953496907,26.9606901184496,27.2975409969176,27.3621883802839,27.1017941009292,27.0280201938018,27.1136649170732,27.2314176430612
MARC1,20.6266997400047,20.3690153751664,23.1965642628885,23.6751563776786,22.6380628279481,21.9386221203928,22.3333110424085,19.767319269793,25.5471908502759,22.8364060318648,25.2841505596019,26.7272835758259,25.328960838474,26.2565411428858,26.8252948059214,24.755980031758,25.948109460178,27.1151543301662,26.0858398692746,27.6489022687779
MARCKS,26.34898230321,26.6375464710067,27.239270306342,26.1107611087122,26.235732767752,26.9135353553651,26.7014725143048,26.8820369834743,27.1065940888576,26.8722051765253,27.2497046104783,28.281137313155,26.8526954187545,27.7911033557068,26.837015748063,27.9825055345494,26.4674815462343,27.6306898387659,26.3626566031726,26.8066113723268
MARS,27.1481204386741,26.3189483440863,25.6010205949816,26.28142919286,25.3132326412448,26.7541712650807,26.8658491629642,24.756438232216,27.1219858947841,26.796745065856,27.2651711975925,27.5784512419888,27.0648649350248,27.9765090606039,27.868971816958,28.0529466712872,26.950380755067,28.4884960669609,27.6182091571881,27.886520933002
MAT2A,27.2543980669531,27.3559028477839,27.2505180329192,26.5930616621484,26.9984112096656,27.1089881073134,27.2010693186231,26.8306233255186,27.1560526695562,27.1674870568864,27.3062603214211,27.1450130644292,26.5531516198261,27.3599287420285,27.1883905382928,27.7202542799377,27.2852447270758,27.2792342256251,26.9884771876474,27.3073899727682
MAT2B,25.0515886649402,19.9838713772956,24.522290339334,25.2332659502205,25.3330966457048,24.7748489783092,24.6744371203486,24.5541475718542,24.6959890400526,24.9463701716755,25.0539513949237,24.8014893144339,24.6047292154706,25.3026394815396,24.7397991475736,24.8939787759114,25.2084746104545,24.8119602367493,24.7017104540953,24.9277313120052
MATN2,26.3757055259118,26.7318213756966,26.797611066421,26.2467000128477,26.0325882530054,26.3592920568678,25.6049271179643,26.4004450872345,21.3823127516007,24.8978605932838,27.5466464009534,25.5171621110956,26.4137069440623,26.4186207328232,22.4058678797283,25.3910985501792,25.2767520165118,21.6476313737166,23.3586554481405,22.8722406303382
MATR3,28.3408746385516,28.2578632188333,27.8719115340092,27.6921222022999,27.9980883507539,28.1267685043474,27.6456766809193,27.6716866121573,28.0024945143097,28.3503909916152,28.2505180329192,28.7095142400193,28.4335649393796,28.9990298206976,28.9942083976106,28.6843840497148,28.8498057080374,29.2393841293341,28.7173479568226,29.3937845239219
MAVS,25.6908842201629,23.2850189120665,25.3137862065806,24.8521000756021,25.2341069692901,25.1370783825408,20.0005026183031,18.5721328411913,25.2527029636514,23.4314927177568,26.2784013886842,26.1350634040216,22.2017790669929,26.1284116371481,26.5719292057724,26.4856201472858,25.8641494860496,26.1511630576452,26.2040583932636,25.6131864952836
MB,23.0337590673591,22.5754134391728,22.4243658703699,21.7521117773911,23.4969511022596,21.2561841596986,22.750354608389,24.9461470342471,25.8651648116958,23.0969202389979,20.4203836127642,23.2536291130186,26.2982579683043,25.1827953197795,26.5876358430498,25.7188965475081,26.1751995719,25.5531809223485,25.9051798448436,25.9300348909322
MBNL1,25.3603809529031,21.3667865020649,25.4904484227996,25.4879366704644,25.9828536542449,26.2056065395906,25.2653858417668,25.1937761942632,25.2484745679897,26.0260157910241,26.132045458447,25.7845411965998,24.3007558396896,26.2506625933513,25.8419414718534,26.3160156153183,25.1631929761542,25.9721541974458,22.8775964163602,25.2204438693281
MCAM,27.950436379189,29.1103827856828,28.9526040488355,28.6225443076675,28.8297164454211,28.5568390586989,28.6442331264995,28.9027384686058,28.2040583932636,28.1678219942968,28.2821542141315,27.2873601160778,28.1981677348593,26.6925878345647,26.5970466169504,26.1602910769445,26.9558217510873,26.1288639080611,25.2804737304926,24.700917168802
MCCC1,24.6908309497838,24.1941172712538,22.473799641989,23.5342664336393,22.389015705325,19.4050653077976,23.5332594498186,20.6847555471365,22.9096673185977,25.4068804772442,26.0633843829636,25.8878343601752,21.9857300880822,25.9517818294174,26.1684438146911,23.0518078288157,25.8580899212682,21.7021930269248,26.2715254345503,26.9187757252994
MCCC2,28.4968991753328,25.9852447059214,26.4615924781506,27.0886122794698,26.9962574509005,28.4179611636001,28.4820075469314,26.0128016611318,29.5141245723382,28.6998190712549,28.9485718026283,29.7063556289253,27.543847338932,30.6491593191199,31.6116203554093,30.2645002286442,29.889903776645,22.1649965130726,33.0225245204005,33.9036508778866
MCFD2,25.7433735183929,24.0123200905396,26.347850982903,23.8050130996047,21.0979473706978,22.6396200137561,24.9169323743114,19.3947292364184,26.0736756266267,25.0006262248833,25.9662685065364,24.7285815471603,20.9282182697092,25.7154442463539,25.3872903189375,25.5561374156401,25.6549086895753,26.5087254501522,26.546970152341,25.7770335297018
MCTS1,25.5506293737827,24.796448031669,20.3234518029659,25.0906325781347,25.3053907565458,25.1481010383549,25.2327903746573,25.0248752036961,25.5434491364269,25.2576744250006,25.1332416336308,22.9892050754616,25.7570998205138,25.66329489204,25.7706463523517,25.4740742708024,25.1266011343356,26.072715212621,25.7131118868977,26.2938631077198
MDH1,30.1976523276519,30.1808005623642,29.9919943081013,29.9230904153999,30.1341821894727,29.9211049898853,30.0163769571285,30.0163769571285,30.1322220056916,30.0640682989527,30.0702243543385,29.8872911182786,29.9804640809176,30.0684315500449,30.0459616241915,29.8775829329034,30.213730335906,30.2361480572129,30.1678219942968,30.0125193036212
MDH2,31.2026813860262,30.5279447081367,30.4483519927501,30.8063962671518,30.7812082357616,31.1013683313861,31.0548493569836,30.425323966896,30.8896862357372,31.1460698370908,31.5066823191011,31.8657385678339,31.2582789276711,31.5449897174708,31.8149755557125,32.0899257953732,31.6961913980904,31.6954863394831,31.6620387065084,31.7709692183126
ME1,20.796679264351,24.4961296546582,24.4518650873141,24.2534966642115,23.2203110115674,23.1003351987568,24.2313993311465,24.0974001330382,23.8673111707802,23.7984765474673,22.6427049225711,20.8208919954729,24.2891909475937,21.6715562321858,23.1559963994679,22.7620585431443,22.0595012759051,20.7942916050864,22.8862971227507,22.2776832231584
ME2,26.2050844590263,22.2373532139938,25.3657964560904,25.3613518898327,25.5996025734001,26.0041674779425,25.8809167336127,23.6763755031688,26.1553772279302,25.7599462760857,26.0867915885785,26.1114776593391,26.0745537435706,25.80136596394,24.8787671535862,27.0964754959999,24.9781905871764,25.8577340780775,26.7421402040653,27.8528144579098
MECP2,27.0668161191337,27.1342801287851,27.923487172834,26.1320650758744,27.4587327620614,27.6392728024809,26.6198888256121,26.6564916395908,27.2853329302392,27.749767255298,27.2556590853622,27.4408685341207,26.3687796596107,27.4013731638448,27.4273436662941,27.6250555268235,27.2434530882888,26.9762905366652,27.0910362985909,26.6430634759743
METAP1,26.4144491126545,25.779715748786,20.3388505426594,25.9084362353442,25.8194349776114,25.7787637559136,26.1464704794849,21.4890341018228,26.219299415252,26.4271837931733,26.1538128491892,26.5358771588501,26.924450272581,26.7399536199803,26.1949974081593,26.9569296416662,26.6200287097487,27.0774497806166,26.5790269957791,26.6697959696914
METAP2,25.2373567361352,21.8876408704741,25.9317263554655,25.3804695204693,26.2624675256499,26.4134325677148,24.4546286311194,25.7604793618413,26.1666828897005,26.3799574842594,26.4249437072607,26.2727715773563,25.3504668699071,26.7742960386167,26.9035718731325,27.3205329852246,26.589637203911,27.2176180061475,26.0587478403936,25.9299220560875
METTL7A,26.4403774955588,26.871970267294,26.6038524636716,26.4555695396775,26.7296190840917,26.8159222761722,26.8238381511497,26.710302813442,27.1141615589731,27.021575099228,25.7807922468058,26.0677394439914,26.1088884358193,25.7428854575342,25.9015939084132,26.2776744785127,26.4370943341607,26.161829233994,26.6409970706925,23.1834819035324
MFAP4,21.4167966862774,27.8818036698099,28.5187084966829,27.9815259973108,26.5633567761853,27.6973684926093,28.2135449471829,28.3540959332025,26.1782426716986,27.0774497806166,20.5651495238616,23.3278297754084,27.9204804342782,26.246482570303,25.5324329788908,26.1461014068931,25.2534966642115,23.3256453510341,22.9314521501995,21.6074995413164
MGLL,23.3627903532345,23.4753321280648,23.1770154058576,23.6811028369934,23.4787715940811,22.9884468490174,24.1853309788769,23.2899648312808,21.7602924708451,23.2745499162656,21.2589523514371,23.4089868619591,24.024029742443,23.1847863772633,23.1398829261177,22.998415513963,22.0237091394174,21.1905108917745,23.1721424077577,23.7090408889873
MIA3,26.5669021615465,22.80837881406,18.8897626528051,26.3363865601434,26.3952564115254,26.1374693144316,23.924971211507,22.3409131785905,22.4630402957383,26.3248646317369,27.0790787942445,26.1479458264084,24.8904112445674,26.1329867941966,27.9017895257396,27.8255374387913,25.7416002973351,29.0941613074128,27.6107671398911,27.4105403743571
MIEN1,22.8579489478709,23.0394867588784,23.8535534064426,22.2593731127144,20.8096994956602,22.0042412614635,23.0137182819015,23.5298880268272,24.5645346942338,21.7371527869276,22.5493562331091,23.0520405039105,24.7821679931368,24.0640631579367,24.0406783488151,22.7812589750366,24.1933250230803,24.9138776994539,25.0221256411316,24.3089005847063
MIF,31.4993345538189,30.9979268941995,31.8302077429028,31.0736117891506,31.6225268533536,31.5025152776509,31.138216676772,30.7931983229238,30.8165785079612,31.5153565238265,32.1174660787401,31.0698403694964,31.4631449754581,31.3424438688303,31.9829134788589,31.6890835901757,31.6587232395889,31.7624402466831,31.3905902731865,32.13864391592
MLEC,27.2772842781083,23.1486373925973,25.2625212903486,16.910535560623,21.9611180573175,26.0186919129754,25.2036290947303,25.48209989616,25.8168988848003,20.4417046146804,25.5290699478041,26.9865255481843,26.2289617729659,26.0754109235208,26.0100076203517,25.716098725729,26.513070466004,26.4820075469314,27.5047612931058,27.9286915835974
MLLT4,25.3295426186509,23.2340177273515,23.5524829546058,23.2480428860883,17.0685355051571,22.9638957140912,25.4706653276981,24.0800146448531,24.5580077060215,23.5583581157,22.8087471204724,24.8379300797462,24.7783627287975,25.4039588580989,24.9630078786435,26.0438516779224,25.0625406113668,25.4854819588409,25.4517393458191,27.1514147068207
MLPH,27.9083904216849,23.5403087780178,25.237830809052,21.4199871047865,23.6648144325485,25.4373959987552,27.4214967887294,22.2249366470755,27.0703011390444,26.93077937966,27.9376421365861,24.7145536776626,23.1474777347947,27.0669187399711,26.861122885057,29.0740075359755,25.731458876492,28.0987357898503,27.4739814063924,28.3190689758052
MMAB,24.9412740416078,23.5127616561942,21.4633721066711,22.5272156031915,22.069734782186,22.4057746485195,23.1941137603671,23.1453795324663,25.6964401600603,22.9471499984984,21.4104153615652,26.2054573929927,24.7619253167434,25.6850928823417,22.6822122240748,25.9649475184321,25.9637575940896,25.6552090377278,26.2178028722473,25.286479080911
MME,27.7591335759743,25.7331411387878,30.3585670665702,25.9664885536733,26.7219496505763,26.573750261455,28.2977159008447,29.5111296499388,31.6743832391871,27.5346755989891,26.3066427639882,25.7709487460314,27.6964401600603,24.6480108061675,27.0168019980216,28.2878444561794,20.9169830303715,26.7546810062894,28.0838027008963,28.6692891266051
MMS19,22.7507053508417,21.0999479004314,17.0938969000825,23.3215686851602,22.7302560829885,23.4131312220159,18.823462361541,22.1066557926732,23.4727970471813,23.0651789495665,22.3746977794773,22.8666699562099,23.034898346436,22.5912648351332,22.6165443568871,22.2066352310899,23.1048161816504,23.8429725421234,23.3018723687505,23.2697076973675
MOGS,26.426304174187,23.283584652543,20.9165859686391,24.6599244887385,25.9864170463198,25.8248336910177,26.0890569879809,25.8662030104191,26.0183098826571,25.6274788907219,26.2870077665729,25.8879737689597,26.3019595612032,26.6593529141613,26.9018470552,26.1704509431648,26.3554828369973,28.1354059532587,26.569280238801,26.0018934897493
MON2,22.3838540484786,23.9276205095703,22.7589427056852,22.5880527513972,23.1308826403666,23.2559076483895,19.5059193086973,23.7088882043885,22.9080434180161,22.2607114832087,21.4371065152063,24.4390460988411,22.4474400668872,23.9258767444522,23.80203193135,24.3383093030447,21.8160949878422,24.5900085797243,25.339091279237,24.6401972664992
MOV10,23.150971723742,19.6307514678764,22.3364342132229,22.0544954444062,20.2643096522836,23.5379866960007,24.5185134131778,20.4922862550805,22.4798680291939,21.9913141318927,23.9666645672209,24.2697790243415,21.9122971491798,25.070055413599,24.1357875551966,23.821917976523,22.8520221775568,25.3411631656802,24.1775205164895,24.0930532079658
MOXD1,24.5287421539962,23.1636894964078,21.2413003742693,25.9454997404706,19.6661733772078,21.12056819542,25.3450949561211,22.5096971644719,21.6100353893935,22.6713359319231,19.1582154357134,25.6223767375365,27.0384193657744,26.1104823539937,21.4058181817219,25.7310444801253,25.2630229976062,24.9064649330862,23.5003070296362,24.7200454811761
MPC2,24.6902448457575,23.3697283248157,24.2722020456279,22.7539316244813,24.3140283246399,24.9257862167302,24.2591122316184,24.36572972181,24.8992444292777,23.9827666321957,22.4497104704579,24.3473272358467,23.3878260208016,24.2299336243854,24.6833000661723,24.6347246538849,23.6069328820733,24.7608600168178,24.6488885581397,24.7477074408969
MPI,27.3496741664037,27.5660166316865,26.9305538175831,27.3116399567238,27.3077373799195,27.2401806389321,27.709185540503,27.149380900163,28.0949163420798,27.205177701556,27.4069777627252,28.076175832632,27.3936208881206,27.9313431306112,28.2144253315232,28.2477143116175,27.6288141786435,28.7619253167434,28.5111107942611,28.3930889435487
MPO,27.1182275865263,27.3560708178669,24.4635737631147,29.751763490667,28.6138960594863,27.4355532732218,29.591689287816,27.6882583141216,30.1812746262939,28.7658815936726,23.1842779351551,24.9425273913964,28.6180340792125,28.1998532358452,26.6865896481778,27.7342787886155,28.0281256115827,28.2156754805529,30.1697344320793,22.7013213464542
MPST,26.8487616062491,26.4323865531132,25.6578003549915,26.3295084027812,25.6461987543812,26.1397151193765,27.1069933679139,26.2779759247401,26.776807694963,26.4053879444581,26.3842793043301,26.6415484015642,26.7761801906945,26.335858633769,26.6968380900148,26.3991578176762,27.2730206768053,27.4883811401795,27.047496558515,27.4345196816242
MRC2,23.4006730911925,26.487630059824,27.3286869783668,23.9791942011584,16.6476796436422,26.2466094157702,25.47184387349,26.3258597595309,21.0059779204442,25.4410110624044,24.2196317696495,26.0532056876151,25.4830230634638,24.6875243388751,22.4255037633939,24.7481170792431,23.6377675567539,23.2425296160201,24.1926480016445,20.8804022040718
MRE11A,23.20734541243,23.8167677580781,19.9958651627684,24.4148039279325,23.9019621072389,24.7613166702539,22.4379273609767,21.864579476581,21.7284424393647,24.4702929552343,25.3331990359089,24.6232702200754,24.9847668125059,25.3563227363287,25.8752086413606,25.9747380641883,24.8293898289835,26.5735624810684,23.0180802719848,25.9212979796576
MRGPRF,26.0402393790452,20.9375939492239,26.429787518467,21.7062612825761,26.8429006308954,26.720123784253,26.4417709755327,25.7677704467575,26.1453824155119,26.4388240798837,26.58348131397,26.2728427530163,26.1518211243249,22.6889770371302,22.9616951782291,22.6370682885751,26.1719401473252,22.3987826911896,23.3128906348458,23.3839137013971
MRPL1,22.4256257016379,22.5038621038688,22.0793281601985,21.1944869291078,21.9340550742752,18.8306977208156,23.318137114639,22.2385921421614,22.4867532217424,21.9997500487109,22.488450164264,22.6838889977838,22.4400732846158,22.3503791879667,22.6901062772803,22.7702831353844,21.6209644013277,22.5912648351332,22.9478687606467,23.0324453257562
MRPL12,25.3288581470258,25.6187972636081,25.3860077040107,24.7291522848078,25.0734509061815,25.0301060335513,25.1507758193347,24.6458690457546,25.1999655325935,25.0359052291389,26.1746473222587,26.5132813488945,26.3654460666749,25.8557872490727,26.8684420311484,26.4293246225121,25.6686333453651,26.517777861233,26.6228235479743,26.4890705635801
MRPS31,22.2253678760664,22.6774950946881,21.443560563478,21.923170571756,20.0244733513338,20.7208886650986,21.270820113682,22.9677156695145,21.8365073059865,21.2239072024736,22.1637074058531,22.9397506515663,22.5701926315437,23.1887149997083,22.6661806519403,23.0032797619076,22.412195612476,23.1099167146319,21.6485558623597,20.9197593694176
MRPS36,21.1215213882414,25.2188192125788,25.4295640699975,23.1597904392581,25.2303734927889,25.3444516893277,24.7004939048879,25.0919240861186,25.1464316341843,25.428861577987,25.8315658764839,22.7737660997815,21.9491646573141,25.2548665738963,25.6819606904695,25.7515177036045,24.8134778583714,25.279871818278,25.902376218625,25.3435370796843
MRVI1,25.4469530299611,25.7650912057489,25.9661364621424,26.4661905021167,25.7895993116989,26.3516466853035,23.5404697789198,22.3032783336068,21.5167386530634,25.7822679962589,25.1554158331145,23.128854758138,25.992567057008,25.0089824935623,25.2443063404441,24.9783215329483,21.8458268417154,22.6844098870265,22.6346996856375,23.4290785611898
MSN,30.5022781521855,30.5364923853667,30.505594367249,30.6135975230176,30.5929904021133,30.5623817216233,30.3216300181626,30.4147797387535,30.4234216656538,30.4591433156401,30.2957032243322,30.3985626783974,30.612016005762,30.336922803649,29.547474029836,30.0290740251422,30.4962896878088,29.7053341818805,29.8747280380136,29.4842952966477
MSRB3,26.4429259100213,26.6131583865454,26.6034280375716,26.8936548191748,26.815800153597,26.433007714483,25.6920290578102,26.5001479672112,26.1043760792996,26.0942015859052,25.9388313590398,22.4678073101045,26.4504183980319,22.5265238689543,22.7733171808563,21.0735136708419,25.5259678256534,22.8604073736085,22.1192593640947,22.4462900891546
MT-CO2,28.5439210680768,27.7806921413334,27.3321918831615,28.1969492027704,28.0424433307887,27.6462262266991,28.4913280333068,27.9071872924982,28.1103827856828,28.1428728556146,27.718491591477,28.3456618087994,28.1223315628485,27.6334641197821,28.2761751780976,28.4242629923979,28.1899932710631,28.5314814115113,28.9485439548671,28.8332802232141
MTAP,27.2941261252601,27.3000750308319,27.7319508176276,28.0619846872841,27.4239826046609,27.5870635153458,27.5584457048229,27.6673614973095,27.3248303047397,27.6443706701206,27.1249460798885,27.1749329950178,27.9145051193721,26.9267138566978,27.5509082107335,27.3876354436008,27.4404725483248,26.9271661476462,27.2547584704126,27.4081932780393
MTCH2,26.3800070440938,26.2092558230584,25.6985876790556,26.6518470345575,26.7063556289253,26.8040279910474,27.2104825888241,26.0818439029795,26.3111722045195,27.2419086899363,26.5587814138731,26.5844852272553,26.1372934081897,26.5326113279225,27.0721427470341,27.7879318443934,27.4466375833564,27.3338132245783,26.5879219217818,26.4035363569857
MTDH,25.9744755093559,22.4773775389264,26.6611213397781,24.7149728372925,25.8609335115076,25.5420324145053,25.8225745262458,25.747297686205,25.7387431432297,25.3361651951832,25.5324627052605,25.7171191210634,25.9398178938797,25.8574968005135,25.3224081905573,25.7782624545982,26.1310249844586,26.20786050365,26.5423129178323,27.2102967822631
MTHFD1,26.7854394968082,26.6247767182342,26.0965157099353,26.8184844651714,26.5821895409773,26.260548606728,26.6973684926093,25.6881916045273,26.6758642383792,26.7677451941334,26.6703364061244,27.2061097955547,26.8367750381199,27.0677394439914,27.1272114489111,27.3862380009289,27.0217868709775,27.4996006740955,26.8000824932196,27.2689228678211
MTPN,28.585345168692,29.1649485758381,29.4403339276146,28.6849524808973,28.7983220353552,29.0134780288789,28.7307530363937,28.7297163149346,28.9315967466865,28.7353445211918,28.6202385105257,28.613228657364,28.312202790718,28.6087948975595,28.5010064949495,28.6655668265034,28.6377882818058,28.3981549070434,28.294432918465,28.7577674625998
MUT,25.4644153755081,22.3049998189039,21.4254761412075,23.5884966788056,22.9682810913678,23.2819330739741,23.0643376458629,22.4605840219508,25.5370629031767,22.749623288211,25.3424862567794,25.5386029152728,25.6565461931081,25.084198197362,25.590351303337,25.8361730874953,25.1006116542951,25.3570950120955,25.7306558753982,25.6945285669477
MVP,26.9638898563821,26.8739657776154,25.7933254748346,28.213359534634,27.884135110267,27.0456231986546,27.4697186926491,27.3982772505518,26.8487616062491,27.8674997090764,27.1266208259331,27.8088833818416,26.6506150732541,28.7662292272259,22.0478334094766,28.4330475233996,27.9706521152055,26.2097206298001,26.9496017920887,25.1484502041928
MYDGF,24.5694685773534,19.0000584137605,23.332872666038,25.8407416256092,20.6546986861613,21.0073768767803,24.5445697221292,22.3560728217843,25.2251965495529,24.8378819714699,24.7572015764061,21.5919402809891,24.5803791134274,25.1937761942632,25.4252159032994,25.0619640933888,24.3006162127801,25.1876734461334,25.2905625481162,25.1090080407859
MYEF2,23.0924214147172,21.9208178788188,22.7965405289857,20.9859580498846,20.6247658326999,20.3117453931001,21.1902655809719,22.7861517162857,22.8992230495547,21.7887631150526,22.6571147019665,24.7412916884621,24.2231721273547,24.4997223127314,25.2474245847281,24.8139181593418,22.6778817430005,25.1284116371481,24.7362417095941,25.8580187596513
MYH10,28.9519374203874,29.4517354162208,29.6647703612791,29.3021252123468,29.424042692335,29.4775948365228,29.3180777734021,29.2659982964245,29.2967317903185,29.0177578824287,29.6332735586472,29.7209228851219,30.0406156470249,29.2063660158653,29.0310741864153,29.6201860631917,28.9724883898812,29.1177818746518,29.290175818442,29.9515762013234
MYH11,37.3557184518554,36.3194680925721,36.9833298030599,37.3478218175145,37.4857676776304,37.0417051926489,36.1677696654519,36.6573075959976,36.523485312383,36.6794992775409,37.2331897943643,36.2442565718064,36.4271113448323,35.8512931796408,35.9574218606213,35.4937811756313,36.4720296295211,34.4965516085293,36.0308547318013,34.1941773126356
MYH14,25.0768384259747,26.6000281262396,25.7959033101066,26.0650087965787,25.7490383404755,26.022506662493,25.6447694724832,25.4156744683731,25.3647951176141,26.0410545023398,25.8535998700917,26.4586076177384,25.1167611711009,26.3274710965707,25.5577156329279,26.3638097899214,25.1568434991937,25.4875380639237,26.1464899017429,26.6423750030235
MYH9,32.6129826945229,33.0480749870722,32.5138517079755,32.8968478223363,32.7634497680438,32.8446823738336,32.8581610793752,32.3346338672125,32.6150018621596,32.9819444227082,32.7682698843975,33.2134261700118,32.8171124298413,33.301438507959,32.6175437478189,33.1646938825684,32.8730930814586,32.7815404716013,32.702727864881,33.0800769285763
MYL12B,28.7235453902229,29.040641773102,29.6307939706394,29.1404613195235,28.6537613302201,29.1410219349531,28.5128821516571,29.1208742575822,28.0299165363222,28.7363126862967,28.7891142028514,28.9724062185908,29.7554293623134,29.1188711495646,28.0926500516014,29.1789264854553,28.6946149087443,28.4773053228176,27.7229268435248,28.6577526622556
MYL3,31.1675827612243,31.5974818043424,31.3779281996826,30.5819023231701,30.916627767131,30.9439836019264,29.5667062304562,30.4185041236242,30.5316673138427,30.2927447479145,31.0830291412529,30.0833462240562,30.651299626074,30.0537494705839,29.5810223627641,30.0070477188122,30.9594054696494,29.2103664625278,30.763746551703,29.7602128435859
MYL6,33.9626666566873,34.1350695216856,35.0696003270609,34.2291297162548,34.2023748814714,34.2694691721851,33.3295105412968,34.4960158107486,33.6821708872833,33.7032643591742,34.0760674951617,33.6208021989822,34.2008413811697,33.3003478293655,32.9757919050138,33.077882666797,33.5720394739143,32.3196127703705,33.0880309196038,31.9569850138684
MYL9,33.9240644017167,33.453291681982,34.8298865288681,34.2132088693902,34.1296298642546,33.7972051933803,33.1293381486156,34.327437366933,33.464533201023,33.5206344677514,33.7112879244676,33.0859278537107,33.9637004144488,32.9880708137541,32.5688726914304,32.4686898807924,33.147996150861,31.5875911381231,32.6071507703297,31.2785808436596
MYLK,32.6452343162532,32.3346338672125,33.181185751172,32.9942724745973,33.1001780147206,33.0208369640823,32.2259308504907,32.7470319236844,32.4344003733909,32.7516876841883,32.3234297105871,31.7914527282379,32.258952795594,31.5234181265265,31.7817554069699,31.4835170999172,31.8726528663233,30.5736202622522,31.0938340029686,29.7480562809017
MYO1C,29.8967034951011,29.2970380299802,29.5758755308698,29.9023934706868,30.2259595714137,29.8897152430869,29.5163619943133,29.5632731219758,29.6618858525564,29.7773722155401,29.8300036858014,29.3605986335216,29.3263527797493,29.2313718628387,29.3635884161367,29.5506880807774,29.3073682570433,29.1258575798807,28.9712005016501,28.658229518681
MYO1D,22.0614151496315,24.8773167149531,24.3268370616455,21.3711258407058,22.6080030229268,24.9944673860398,25.2101109517688,25.2896131174292,25.7087252353287,24.8948577205389,24.4932612907225,25.2433259649932,25.1805966669715,26.3097680372866,24.9211617542629,26.1852553520564,24.8797021471646,26.3550627038976,21.9470081851043,25.7516964619845
MYO6,22.122846948251,24.1900121161499,21.7133479149172,24.7532787843588,23.9711456723848,24.8045450375131,26.0912784766472,21.9106061356711,24.4434160821126,24.607497383016,27.7785005944425,28.5047991705502,26.8217720359998,29.4403339276146,28.9510203030251,27.5909223284942,26.1874846784148,30.7601017797798,28.2607370248387,29.1064692914871
MYOF,27.4120760592987,28.0080100858333,26.6434764020967,27.168156853966,27.6474619398718,27.286390947795,26.9299897580533,27.500892560494,27.3747607842565,28.0405633934513,26.9334833774044,27.7113535746253,25.8497639584708,28.4845834111682,24.998561852435,28.0583762724662,25.7372479620442,25.2127104029961,27.3195858546693,23.1300348313285
MYZAP,25.5120457389744,26.1569013477602,25.5214219223873,26.032630287737,23.3023129812814,25.6627518108964,25.8354504150604,27.2590763039114,25.2328635503333,25.0177578824287,25.416351192402,24.6324521253524,24.2563071801779,21.2277845975271,23.4524936304516,22.3543338023946,23.1607765922072,19.1657231163439,21.8186592244165,22.5585140770777
